역,순위,식당명,카테고리,대표메뉴(추정),음식프로필,추천_위스키종류,대안_위스키종류,예시보틀(후속),예시보틀_가격,서빙,페어링근거,위스키신호,네이버지도,대표사진,confidence
강남역,76,명문어가,"문어, 피문어",모듬회·사시미·스시 (담백한 생선),회·사시미·스시(담백),코스탈(해안 몰트),스페이사이드(과일몰트),클라이넬리시 14년,"79,400원~84,800원",하이볼 또는 니트(소량),"섬세한 흰살·붉은살 생선의 감칠맛을 덮지 않도록 피트 없는 경량 몰트가 정답. 클라이넬리시의 해풍·왁시한 질감이 회의 바다향과 동조하고, 대안 글렌리벳은 사과·꽃향으로 입을 가볍게 정리한다(담백함 보존).",,https://map.naver.com/p/search/%EB%AA%85%EB%AC%B8%EC%96%B4%EA%B0%80,https://d12zq4w4guyljn.cloudfront.net/300_300_20251122052122_photo1_QKMl0EsbubPg.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,77,한우부티크 강남점,"한우, 와인",한우·숙성 소고기구이 (마블링·마이야르),숙성 한우·소고기구이,셰리,버번,글렌드로낙 12년,"79,800원~82,800원",니트,"숙성 한우의 진한 감칠맛과 마이야르(불맛)에는 셰리캐스크의 건과일·견과 단맛이 풍미의 층을 더하고, 대안 버번의 높은 도수가 마블링 기름을 정리한다(감칠맛 보완·지방절단).",,https://map.naver.com/p/search/%ED%95%9C%EC%9A%B0%EB%B6%80%ED%8B%B0%ED%81%AC%20%EA%B0%95%EB%82%A8%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20251112111023781_photo_317ce9dd6b40.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,78,바른고기정육점 강남점,"한우, 소고기",한우·숙성 소고기구이 (마블링·마이야르),숙성 한우·소고기구이,셰리,버번,글렌드로낙 12년,"79,800원~82,800원",니트,"숙성 한우의 진한 감칠맛과 마이야르(불맛)에는 셰리캐스크의 건과일·견과 단맛이 풍미의 층을 더하고, 대안 버번의 높은 도수가 마블링 기름을 정리한다(감칠맛 보완·지방절단).",,https://map.naver.com/p/search/%EB%B0%94%EB%A5%B8%EA%B3%A0%EA%B8%B0%EC%A0%95%EC%9C%A1%EC%A0%90%20%EA%B0%95%EB%82%A8%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20240807100802_photo1_80354998c53f.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,79,육품 강남본점,"고깃집, 이베리코목살",삼겹살·목살·돼지구이 (기름진 구이),삼겹살·돼지구이,재패니즈(하이볼),피트(스모키),산토리 가쿠빈,"32,980원~39,800원",하이볼,기름진 삼겹·목살에는 하이볼의 탄산이 느끼함을 끊어주는 클래식 조합(가쿠빈 하이볼). 대안 탈리스커는 숯불 불향과 훈연으로 동조한다(지방절단·훈연 동조).,,https://map.naver.com/p/search/%EC%9C%A1%ED%92%88%20%EA%B0%95%EB%82%A8%EB%B3%B8%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20251123124434_photo1_0d3f89ef523b.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,80,광복집 역삼본점,"뭉티기, 한우",한우·숙성 소고기구이 (마블링·마이야르),숙성 한우·소고기구이,셰리,버번,글렌드로낙 12년,"79,800원~82,800원",니트,"숙성 한우의 진한 감칠맛과 마이야르(불맛)에는 셰리캐스크의 건과일·견과 단맛이 풍미의 층을 더하고, 대안 버번의 높은 도수가 마블링 기름을 정리한다(감칠맛 보완·지방절단).",,https://map.naver.com/p/search/%EA%B4%91%EB%B3%B5%EC%A7%91%20%EC%97%AD%EC%82%BC%EB%B3%B8%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20250130005409_photo1_172b41b9d6a5.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,81,중식당 표량,중식,짜장·동파육·어향 (기름진 중식),중식(기름진 볶음),블렌디드(하이볼),버번,발렌타인 파이니스트,"25,000원~30,000원",하이볼,기름진 볶음·소스 중식에는 하이볼 탄산이 느끼함을 정리한다. 가벼운 블렌디드(발렌타인) 베이스가 음식의 풍미를 누르지 않는다(지방절단).,,https://map.naver.com/p/search/%EC%A4%91%EC%8B%9D%EB%8B%B9%20%ED%91%9C%EB%9F%89,https://d12zq4w4guyljn.cloudfront.net/300_300_20251206050051209_photo_e7a12c18c637.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,82,라무진 강남역점,"양갈비, 양고기",양갈비·양꼬치 (구운 양고기),양고기·향신료,피트(스모키),셰리,라프로익 10년,"69,800원~79,800원",니트 또는 물 몇 방울,양고기 특유의 진한 누린향·쯔란(커민) 향신료에는 아일라 피트의 훈연·요오드가 '훈제 양고기'처럼 동조하며 기름기를 깔끔히 정리한다(훈연 동조).,,https://map.naver.com/p/search/%EB%9D%BC%EB%AC%B4%EC%A7%84%20%EA%B0%95%EB%82%A8%EC%97%AD%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20240122155414_photo1_e535a7210b33.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,83,더막창스,"막창, 곱창",곱창·막창·대창 (불향 내장구이),곱창·막창(소내장),버번,피트(스모키),버팔로 트레이스,"49,800원~49,980원",니트 또는 하이볼,"기름지고 풍미가 강한 내장구이에는 버번의 옥수수 단맛+높은 도수가 기름·잡내를 정리하고, 대안 아일라 피트는 숯불 불향과 훈연으로 동조한다(지방절단·훈연 동조).",,https://map.naver.com/p/search/%EB%8D%94%EB%A7%89%EC%B0%BD%EC%8A%A4,https://d12zq4w4guyljn.cloudfront.net/300_300_20260222021516_photo1_b25a2588480c.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,84,검탄소,"한우, 정육점식당",한우·숙성 소고기구이 (마블링·마이야르),숙성 한우·소고기구이,셰리,버번,글렌드로낙 12년,"79,800원~82,800원",니트,"숙성 한우의 진한 감칠맛과 마이야르(불맛)에는 셰리캐스크의 건과일·견과 단맛이 풍미의 층을 더하고, 대안 버번의 높은 도수가 마블링 기름을 정리한다(감칠맛 보완·지방절단).",,https://map.naver.com/p/search/%EA%B2%80%ED%83%84%EC%86%8C,https://d12zq4w4guyljn.cloudfront.net/300_300_20230916110713_photo1_2483f18cd56e.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,85,스터번,"스테이크, 드라이에이징스테이크",한우·숙성 소고기구이 (마블링·마이야르),숙성 한우·소고기구이,셰리,버번,글렌드로낙 12년,"79,800원~82,800원",니트,"숙성 한우의 진한 감칠맛과 마이야르(불맛)에는 셰리캐스크의 건과일·견과 단맛이 풍미의 층을 더하고, 대안 버번의 높은 도수가 마블링 기름을 정리한다(감칠맛 보완·지방절단).",,https://map.naver.com/p/search/%EC%8A%A4%ED%84%B0%EB%B2%88,https://d12zq4w4guyljn.cloudfront.net/300_300_20240524114804_photo1_73b7f74acb05.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,86,대진도원참치 강남역점,"참치, 참치무한리필",참치·방어 (지방 오른 생선),참치·방어(기름진 생선),피트(스모키),코스탈(해안 몰트),탈리스커 10년,"69,800원",하이볼 또는 니트(소량),대뱃살·방어처럼 지방이 오른 생선에는 탈리스커의 옅은 훈연·후추·바다향이 기름을 정리하면서 풍미를 끌어올린다(지방절단·바다향 동조).,,https://map.naver.com/p/search/%EB%8C%80%EC%A7%84%EB%8F%84%EC%9B%90%EC%B0%B8%EC%B9%98%20%EA%B0%95%EB%82%A8%EC%97%AD%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20251115082842771_photo_157b08d26d89.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,87,나주곰탕,"곰탕, 수육",국밥·곰탕·갈비탕·족발 (진한 국물),국밥·곰탕·탕류(한식 보양),블렌디드(하이볼),버번,듀어스 12년,"39,980원~45,980원",하이볼,"진한 국물·마늘·기름진 고기에는 듀어스의 꿀향·부드러움이 무난히 어울리고, 하이볼로 내면 입가심까지 된다(부드러움 매칭·지방절단).",,https://map.naver.com/p/search/%EB%82%98%EC%A3%BC%EA%B3%B0%ED%83%95,https://d12zq4w4guyljn.cloudfront.net/300_300_20221128121900_photo3_49cacd37483c.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,88,국밥쟁이 강남역점,"국밥, 국밥집",국밥·곰탕·갈비탕·족발 (진한 국물),국밥·곰탕·탕류(한식 보양),블렌디드(하이볼),버번,듀어스 12년,"39,980원~45,980원",하이볼,"진한 국물·마늘·기름진 고기에는 듀어스의 꿀향·부드러움이 무난히 어울리고, 하이볼로 내면 입가심까지 된다(부드러움 매칭·지방절단).",있음,https://map.naver.com/p/search/%EA%B5%AD%EB%B0%A5%EC%9F%81%EC%9D%B4%20%EA%B0%95%EB%82%A8%EC%97%AD%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20211003081438671_photo_4f5c74b01ea8.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,89,우탭 강남점,"한우, 소고기",한우·숙성 소고기구이 (마블링·마이야르),숙성 한우·소고기구이,셰리,버번,글렌드로낙 12년,"79,800원~82,800원",니트,"숙성 한우의 진한 감칠맛과 마이야르(불맛)에는 셰리캐스크의 건과일·견과 단맛이 풍미의 층을 더하고, 대안 버번의 높은 도수가 마블링 기름을 정리한다(감칠맛 보완·지방절단).",,https://map.naver.com/p/search/%EC%9A%B0%ED%83%AD%20%EA%B0%95%EB%82%A8%EC%A0%90,https://d12zq4w4guyljn.cloudfront.net/300_300_20200314071828_photo1_3746e308aa61.webp,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,90,서동한우 강남점,"한우, 드라이에이징",한우·숙성 소고기구이 (마블링·마이야르),숙성 한우·소고기구이,셰리,버번,글렌드로낙 12년,"79,800원~82,800원",니트,"숙성 한우의 진한 감칠맛과 마이야르(불맛)에는 셰리캐스크의 건과일·견과 단맛이 풍미의 층을 더하고, 대안 버번의 높은 도수가 마블링 기름을 정리한다(감칠맛 보완·지방절단).",,https://map.naver.com/p/search/%EC%84%9C%EB%8F%99%ED%95%9C%EC%9A%B0%20%EA%B0%95%EB%82%A8%EC%A0%90,https://s3-ap-northeast-1.amazonaws.com/dcicons/new/images/web/noimage/1.jpg,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
강남역,91,와인공간,"와인바, 샴페인",와인바·샴페인 (안주+식후주),와인바·샴페인(디제스티프),셰리,스페이사이드(과일몰트),발베니 12년 더블우드,"96,800원~99,000원",니트(식후),와인바의 치즈·차콘류 안주와 식후 한 잔에는 발베니 더블우드의 셰리·꿀·오크가 디저트처럼 마무리된다(디제스티프).,,https://map.naver.com/p/search/%EC%99%80%EC%9D%B8%EA%B3%B5%EA%B0%84,https://s3-ap-northeast-1.amazonaws.com/dcicons/new/images/web/noimage/1.jpg,메뉴=카테고리 추정·페어링=원리기반(매장 위스키정책 전화확인 권장)
